1-file, 2-file, 3-file, 4-file, 5-file, 6-file, 7-file, 8-file, 9-file, 10-file
3.6183300018310547, 10.333778619766235, 19.83287477493286, 8.900874137878418, 10.586554050445557, 13.266368389129639, 29.817651987075806, 23.058685541152954, 59.681612730026245, 49.25080728530884
4.359485149383545, 4.280195951461792, 29.58873462677002, 29.884647607803345, 56.332804441452026, 28.22126054763794, 21.31100082397461, 44.31779456138611, 95.62650871276855, 90.71378064155579
10.792283773422241, 16.16104006767273, 16.582863092422485, 25.720924854278564, 37.72713565826416, 28.062728881835938, 46.87947130203247, 62.42972755432129, 47.285093545913696, 57.50223112106323
4.1254661083221436, 5.0311057567596436, 16.8900728225708, 24.852267742156982, 29.254047870635986, 12.740167617797852, 37.13904285430908, 31.36501145362854, 38.28224277496338, 57.35584545135498
9.850987195968628, 16.210655689239502, 17.174463033676147, 26.406818628311157, 34.158361196517944, 36.639326095581055, 51.725017070770264, 46.20480489730835, 44.22304105758667, 44.50746464729309
4.600267648696899, 6.677110910415649, 24.31916117668152, 31.18964147567749, 35.01794910430908, 14.452856063842773, 16.373901844024658, 44.41395878791809, 59.08572244644165, 40.831000089645386
4.9352312088012695, 15.179134130477905, 20.955216646194458, 33.02919268608093, 38.32031607627869, 36.68977999687195, 15.381135940551758, 41.345540285110474, 44.5351767539978, 52.60566210746765
6.317171812057495, 12.867518901824951, 14.925158262252808, 9.83918833732605, 19.577590942382812, 40.16361093521118, 33.023874044418335, 33.177067041397095, 54.595563650131226, 65.05942988395691
12.761396646499634, 4.520707845687866, 29.66988730430603, 11.236552000045776, 35.1532621383667, 28.793734550476074, 47.16303515434265, 36.8586483001709, 49.672372579574585, 64.23291110992432
5.49682879447937, 15.561161279678345, 8.231845378875732, 21.057934761047363, 26.266563415527344, 37.433598279953, 35.772395610809326, 43.64327001571655, 47.52968192100525, 55.77217936515808
