1-file, 2-file, 3-file, 4-file, 5-file, 6-file, 7-file, 8-file, 9-file, 10-file
1.3295624256134033, 2.3274216651916504, 3.474914789199829, 4.578424453735352, 5.8105309009552, 9.835680961608887, 7.7624351978302, 9.635834693908691, 9.976274013519287, 11.3860445022583
1.7574265003204346, 2.4999935626983643, 3.5552423000335693, 5.772876501083374, 6.390345096588135, 6.681291580200195, 7.687958240509033, 8.889305830001831, 13.356959342956543, 12.01691460609436
1.224597692489624, 2.3120040893554688, 5.12541937828064, 4.54999303817749, 5.627480745315552, 6.65233302116394, 7.810290336608887, 8.870606184005737, 12.66366982460022, 11.567706823348999
1.2158448696136475, 2.2722344398498535, 3.4831795692443848, 9.088185787200928, 5.929847240447998, 6.719344854354858, 8.354405641555786, 11.918224334716797, 13.273803234100342, 13.273385047912598
1.26100754737854, 2.351741075515747, 3.6933135986328125, 4.527255535125732, 5.719596862792969, 18.92999815940857, 7.8538782596588135, 25.817956686019897, 10.023540258407593, 11.283222675323486
1.5098469257354736, 2.2734553813934326, 3.4310455322265625, 4.76570725440979, 6.342219829559326, 6.772183418273926, 8.73314881324768, 9.861299276351929, 10.378334283828735, 14.428340196609497
1.2428293228149414, 2.297992706298828, 9.19334626197815, 4.489326238632202, 6.699387073516846, 6.829297065734863, 8.188786506652832, 9.721675872802734, 12.538287162780762, 12.51634168624878
1.1756024360656738, 3.685575008392334, 3.4206454753875732, 4.4415788650512695, 5.678459167480469, 7.235673189163208, 8.342964887619019, 21.634984016418457, 10.005962610244751, 13.628456115722656
1.1984574794769287, 2.2986552715301514, 3.525517463684082, 4.507085084915161, 5.669641971588135, 6.676153659820557, 7.705869913101196, 9.039001703262329, 11.812965154647827, 11.994146823883057
1.2237279415130615, 2.3017613887786865, 3.4557900428771973, 4.5450053215026855, 5.636239051818848, 7.465099811553955, 9.17923879623413, 8.88421893119812, 13.250617504119873, 12.054670810699463
